Timestamp,City,Location,Latitude,Longitude,Road Type,Weather,Rain (mm),Temperature (C),Visibility (km),Hour of Day,Day of Week,Is Weekend,Is Peak Hour,Peak Type,Vehicle Count,Two-Wheelers (%),Cars (%),Heavy Vehicles (%),Avg Speed (km/h),Public Transport Density,Congestion Score (0-100),Congestion Level,Accident,Event Nearby
2025-06-21 21:33:00,Hyderabad,Madhapur,17.461027,78.544009,Highway,Clear,0.0,38.8,5.3,21,Saturday,True,False,None,344,53.8,30.8,15.5,26.0,170,91,Very High,No,Yes
2025-10-03 15:32:00,Ahmedabad,Chandkheda,23.034418,72.632866,Residential,Cloudy,0.0,37.9,9.0,15,Friday,False,False,None,184,45.5,49.5,5.0,54.8,64,35,Low,No,No
2025-10-13 22:54:00,Surat,Piplod,21.190852,72.818945,Highway,Clear,0.0,30.6,7.9,22,Monday,False,False,None,267,54.7,19.0,26.3,17.6,88,100,Very High,Yes,Yes
2025-02-07 15:39:00,Delhi,Lajpat Nagar,28.664378,77.226256,Residential,Clear,0.0,31.4,4.8,15,Friday,False,False,None,211,33.4,59.0,7.5,39.2,79,55,Medium,No,No
2025-11-06 03:57:00,Pune,Aundh,18.464823,73.902253,Commercial,Rain,9.2,37.4,6.5,3,Thursday,False,False,None,27,53.8,40.9,5.3,35.7,11,38,Medium,No,No
2025-12-30 11:51:00,Jaipur,Civil Lines,26.881217,75.770364,Commercial,Rain,13.8,29.7,4.9,11,Tuesday,False,False,None,266,35.6,54.7,9.7,30.4,82,83,High,No,Yes
2025-11-12 17:29:00,Delhi,Rohini,28.612408,77.276083,Residential,Clear,0.0,20.9,8.7,17,Wednesday,False,True,Evening,431,38.6,53.8,7.6,17.7,181,100,Very High,No,Yes
2025-05-02 01:53:00,Pune,Camp Area,18.578816,73.8797,Highway,Clear,0.0,28.9,7.8,1,Friday,False,False,None,25,51.3,29.9,18.8,65.2,7,0,Low,No,No
2025-02-01 06:24:00,Delhi,Saket,28.543959,77.173753,Commercial,Clear,0.0,35.9,8.9,6,Saturday,True,False,None,69,26.3,60.1,13.6,28.2,23,43,Medium,No,No
2025-05-27 05:08:00,Jaipur,Bani Park,26.836323,75.855379,Commercial,Clear,0.0,31.4,7.5,5,Tuesday,False,False,None,11,51.1,38.0,10.9,26.6,3,50,Medium,Yes,No
2025-01-06 14:19:00,Jaipur,Sanganer,26.857401,75.75805,Residential,Clear,0.0,31.5,4.3,14,Monday,False,False,None,167,41.6,55.4,3.0,37.7,73,50,Medium,No,No
2025-11-11 09:08:00,Surat,Pal,21.173733,72.838463,Residential,Cloudy,0.0,24.7,9.9,9,Tuesday,False,True,Morning,491,25.9,70.5,3.6,16.3,165,100,Very High,Yes,Yes
2025-09-16 09:28:00,Surat,Rander,21.219901,72.904424,Residential,Cloudy,0.0,26.7,4.5,9,Tuesday,False,True,Morning,673,33.2,60.2,6.6,12.2,237,100,Very High,No,Yes
2025-06-22 06:11:00,Delhi,Connaught Place,28.678446,77.213627,Residential,Cloudy,0.0,39.9,9.6,6,Sunday,True,False,None,170,27.2,70.4,2.4,50.1,65,38,Medium,No,No
2025-08-27 14:15:00,Chennai,Tambaram,13.003847,80.207258,Commercial,Rain,8.0,22.6,9.8,14,Wednesday,False,False,None,97,35.6,57.0,7.4,17.8,45,83,High,Yes,No
2025-06-17 23:44:00,Delhi,Dwarka,28.657517,77.153892,Arterial,Cloudy,0.0,27.9,6.3,23,Tuesday,False,False,None,147,27.2,58.3,14.5,41.8,57,42,Medium,No,Yes
2025-01-21 08:46:00,Delhi,Lajpat Nagar,28.664314,77.158248,Commercial,Clear,0.0,26.5,7.3,8,Tuesday,False,True,Morning,493,33.4,60.2,6.4,5.7,158,100,Very High,Yes,No
2025-08-17 07:59:00,Pune,Baner,18.540396,73.882169,Arterial,Rain,3.2,29.8,9.1,7,Sunday,True,False,None,202,47.7,43.6,8.7,36.2,87,67,High,No,Yes
2025-07-14 14:45:00,Delhi,Nehru Place,28.551729,77.181029,Residential,Clear,0.0,22.3,7.6,14,Monday,False,False,None,247,36.1,57.9,6.0,51.7,101,49,Medium,No,No
2025-08-04 06:40:00,Bangalore,Silk Board,13.024428,77.669412,Residential,Clear,0.0,38.2,7.1,6,Monday,False,False,None,154,36.1,58.9,5.0,20.3,52,80,High,Yes,Yes
2025-04-24 22:59:00,Jaipur,C-Scheme,26.836385,75.733755,Commercial,Clear,0.0,19.7,9.2,22,Thursday,False,False,None,142,39.0,51.1,9.9,45.7,61,37,Medium,No,No
2025-06-29 21:49:00,Surat,Udhna,21.226344,72.836671,Highway,Rain,14.3,20.5,4.4,21,Sunday,True,False,None,249,52.9,18.2,28.9,24.5,86,86,Very High,No,Yes
2025-08-13 18:04:00,Mumbai,Bandra,19.097073,72.933073,Highway,Clear,0.0,37.6,6.9,18,Wednesday,False,True,Evening,787,37.2,43.3,19.5,26.7,279,100,Very High,No,Yes
2025-10-10 07:03:00,Ahmedabad,Navrangpura,22.96716,72.619718,Highway,Cloudy,0.0,27.2,8.5,7,Friday,False,False,None,138,38.5,44.2,17.3,41.7,48,41,Medium,No,Yes
2025-12-07 05:44:00,Ahmedabad,Naroda,22.955517,72.606367,Commercial,Clear,0.0,19.3,4.4,5,Sunday,True,False,None,21,46.2,47.1,6.7,67.4,6,0,Low,No,Yes
2025-01-25 16:15:00,Jaipur,Mansarovar,26.943857,75.838637,Arterial,Cloudy,0.0,38.5,5.2,16,Saturday,True,False,None,160,25.3,68.3,6.4,29.3,49,57,Medium,No,No
2025-03-28 11:39:00,Hyderabad,Tolichowki,17.330943,78.561694,Highway,Clear,0.0,28.6,5.6,11,Friday,False,False,None,261,51.8,27.2,21.0,31.0,101,72,High,No,Yes
2025-12-16 19:43:00,Jaipur,MI Road,26.84981,75.713216,Residential,Rain,20.8,21.0,4.1,19,Tuesday,False,True,Evening,459,38.3,54.7,7.0,7.1,208,100,Very High,No,No
2025-09-11 17:38:00,Ahmedabad,Paldi,23.089779,72.561155,Commercial,Rain,4.8,28.9,6.9,17,Thursday,False,True,Evening,442,41.3,45.8,13.0,13.1,198,100,Very High,No,Yes
2025-04-09 20:25:00,Kolkata,New Town,22.594181,88.300937,Commercial,Rain,3.1,26.8,9.8,20,Wednesday,False,False,None,92,48.4,41.9,9.7,32.5,43,52,Medium,No,No
2025-04-02 21:47:00,Jaipur,Civil Lines,26.990636,75.847492,Highway,Rain,7.7,35.4,5.2,21,Wednesday,False,False,None,147,39.6,33.1,27.2,33.4,72,61,Medium,No,No
2025-03-26 04:20:00,Bangalore,Electronic City,12.953519,77.605608,Residential,Clear,0.0,32.3,9.4,4,Wednesday,False,False,None,16,42.0,53.8,4.3,65.5,6,0,Low,No,Yes
2025-01-02 05:51:00,Chennai,Anna Nagar,13.019738,80.306682,Residential,Fog,0.0,33.3,1.1,5,Thursday,False,False,None,13,49.5,45.3,5.2,64.7,4,0,Low,No,No
2025-07-10 23:24:00,Kolkata,Ballygunge,22.539558,88.414392,Residential,Rain,16.9,27.4,6.2,23,Thursday,False,False,None,254,26.6,69.5,4.0,11.6,95,100,Very High,Yes,Yes
2025-07-01 20:24:00,Chennai,Perungudi,13.1234,80.249334,Arterial,Clear,0.0,24.2,9.6,20,Tuesday,False,False,None,214,34.6,50.9,14.5,26.4,76,69,High,No,No
2025-12-18 05:35:00,Bangalore,Banashankari,12.96491,77.632108,Highway,Clear,0.0,39.8,4.2,5,Thursday,False,False,None,30,51.5,26.8,21.7,71.0,12,0,Low,No,Yes
2025-09-12 12:29:00,Mumbai,Juhu,19.020733,72.805107,Arterial,Clear,0.0,21.4,7.3,12,Friday,False,False,None,175,45.1,49.5,5.4,52.9,53,36,Medium,No,No
2025-06-11 14:57:00,Pune,Hinjewadi,18.480122,73.828791,Arterial,Rain,4.6,32.2,5.1,14,Wednesday,False,False,None,306,31.1,62.4,6.5,30.6,140,90,Very High,No,Yes
2025-01-23 11:41:00,Kolkata,Sealdah,22.568335,88.428175,Arterial,Clear,0.0,33.0,6.1,11,Thursday,False,False,None,189,39.4,49.2,11.4,14.1,86,92,Very High,Yes,Yes
2025-09-02 13:17:00,Mumbai,Andheri,18.999301,72.923971,Arterial,Cloudy,0.0,30.9,9.0,13,Tuesday,False,False,None,161,38.9,54.7,6.4,26.0,70,60,Medium,No,No
2025-11-12 14:42:00,Mumbai,Dadar,19.136241,72.80195,Arterial,Clear,0.0,28.5,8.4,14,Wednesday,False,False,None,156,54.8,36.7,8.5,29.1,67,56,Medium,No,Yes
2025-08-28 09:04:00,Pune,Swargate,18.558429,73.783836,Arterial,Cloudy,0.0,22.6,5.8,9,Thursday,False,True,Morning,467,39.1,50.2,10.7,10.7,157,100,Very High,No,No
2025-06-15 21:56:00,Jaipur,Ajmer Road,26.988113,75.730944,Commercial,Clear,0.0,35.2,7.5,21,Sunday,True,False,None,121,29.0,63.5,7.5,27.9,50,52,Medium,No,No
2025-11-07 13:26:00,Pune,Kharadi,18.512122,73.781748,Arterial,Cloudy,0.0,22.7,8.5,13,Friday,False,False,None,211,43.6,44.1,12.4,51.3,73,43,Medium,No,No
2025-05-25 17:20:00,Ahmedabad,Satellite,23.014065,72.581815,Commercial,Clear,0.0,39.6,7.2,17,Sunday,True,True,Evening,791,42.7,49.7,7.6,21.9,307,100,Very High,No,Yes
2025-01-30 22:32:00,Ahmedabad,Ellis Bridge,23.080586,72.509109,Residential,Clear,0.0,26.4,8.4,22,Thursday,False,False,None,193,37.0,57.7,5.2,26.7,85,65,Medium,No,Yes
2025-08-25 02:26:00,Mumbai,Marine Drive,19.112132,72.913035,Arterial,Clear,0.0,24.2,5.1,2,Monday,False,False,None,11,46.5,48.1,5.4,72.6,3,0,Low,No,Yes
2025-03-26 05:26:00,Ahmedabad,Paldi,23.038452,72.577118,Arterial,Clear,0.0,22.9,5.8,5,Wednesday,False,False,None,20,54.3,40.3,5.4,72.1,6,0,Low,No,Yes
2025-06-03 11:53:00,Pune,Hinjewadi,18.457871,73.92182,Highway,Cloudy,0.0,23.8,7.3,11,Tuesday,False,False,None,216,51.8,26.7,21.5,27.3,94,68,High,No,No
2025-05-17 06:29:00,Chennai,Guindy,13.017232,80.329356,Commercial,Clear,0.0,22.8,4.6,6,Saturday,True,False,None,270,34.6,56.4,9.0,29.7,98,75,High,No,Yes
2025-09-11 19:45:00,Delhi,Karol Bagh,28.586903,77.187381,Arterial,Clear,0.0,25.7,6.9,19,Thursday,False,True,Evening,769,31.6,59.7,8.7,19.6,353,100,Very High,No,Yes
2025-03-20 18:19:00,Chennai,Koyambedu,13.095811,80.345164,Commercial,Clear,0.0,34.1,9.9,18,Thursday,False,True,Evening,562,47.5,45.6,6.8,26.6,212,100,Very High,No,No
2025-09-14 19:16:00,Chennai,Anna Nagar,13.107622,80.304872,Commercial,Cloudy,0.0,30.9,9.7,19,Sunday,True,True,Evening,738,41.4,47.4,11.2,11.0,257,100,Very High,No,Yes
2025-02-12 22:24:00,Jaipur,Sitapura,26.850755,75.740115,Commercial,Cloudy,0.0,30.3,4.4,22,Wednesday,False,False,None,227,41.8,44.1,14.1,40.4,96,57,Medium,No,No
2025-07-23 22:25:00,Pune,Viman Nagar,18.59189,73.840395,Residential,Rain,23.5,30.5,4.8,22,Wednesday,False,False,None,107,26.4,71.2,2.4,32.6,35,55,Medium,No,No
2025-03-27 19:37:00,Surat,Dumas Road,21.227524,72.906817,Commercial,Cloudy,0.0,30.6,8.5,19,Thursday,False,True,Evening,527,42.2,47.6,10.2,25.5,222,100,Very High,No,No
2025-08-27 14:21:00,Chennai,Velachery,13.098373,80.242722,Residential,Fog,0.0,26.1,1.6,14,Wednesday,False,False,None,189,36.9,61.1,2.0,44.0,61,47,Medium,No,No
2025-05-14 15:36:00,Hyderabad,Madhapur,17.443445,78.46002,Arterial,Clear,0.0,18.1,7.6,15,Wednesday,False,False,None,92,46.4,47.7,5.9,23.4,33,66,High,Yes,No
2025-11-21 22:58:00,Chennai,Porur,13.146607,80.333993,Arterial,Rain,23.8,33.1,6.2,22,Friday,False,False,None,148,44.8,44.2,11.0,19.7,48,89,Very High,Yes,No
2025-09-28 00:03:00,Delhi,ITO Junction,28.541569,77.259853,Highway,Clear,0.0,39.6,8.1,0,Sunday,True,False,None,5,30.2,41.2,28.6,69.3,2,0,Low,No,No
2025-04-25 02:08:00,Mumbai,Bandra,19.021838,72.826065,Highway,Clear,0.0,31.1,7.8,2,Friday,False,False,None,30,32.6,41.1,26.3,65.3,14,0,Low,No,No
2025-05-26 01:31:00,Surat,Piplod,21.156744,72.756701,Commercial,Clear,0.0,22.9,7.3,1,Monday,False,False,None,8,34.1,57.8,8.1,62.8,3,0,Low,No,Yes
2025-01-28 11:19:00,Ahmedabad,Naroda,22.996179,72.571686,Highway,Clear,0.0,31.0,9.6,11,Tuesday,False,False,None,183,37.8,39.8,22.4,18.4,57,87,Very High,Yes,No
2025-02-12 08:20:00,Ahmedabad,Satellite,22.966176,72.580044,Highway,Cloudy,0.0,23.5,5.4,8,Wednesday,False,True,Morning,489,34.7,40.1,25.2,12.7,220,100,Very High,No,No
2025-12-16 15:58:00,Mumbai,Dadar,19.011744,72.913486,Residential,Cloudy,0.0,19.7,5.4,15,Tuesday,False,False,None,273,33.1,64.1,2.8,15.6,84,100,Very High,Yes,Yes
2025-04-24 08:45:00,Bangalore,KR Puram,13.040616,77.528259,Residential,Clear,0.0,31.9,7.0,8,Thursday,False,True,Morning,802,54.8,38.2,7.0,11.6,305,100,Very High,Yes,Yes
2025-03-19 07:34:00,Pune,Viman Nagar,18.440982,73.779473,Arterial,Cloudy,0.0,31.4,7.6,7,Wednesday,False,False,None,180,27.0,61.5,11.5,21.5,89,83,High,Yes,No
2025-02-28 18:46:00,Pune,Camp Area,18.454236,73.92085,Commercial,Clear,0.0,24.6,8.7,18,Friday,False,True,Evening,438,40.2,48.5,11.3,14.5,206,100,Very High,No,No
2025-04-21 17:50:00,Ahmedabad,Prahlad Nagar,23.026176,72.635859,Highway,Clear,0.0,25.8,6.2,17,Monday,False,True,Evening,551,34.1,46.8,19.0,22.8,249,100,Very High,No,Yes
2025-07-09 04:45:00,Surat,Magdalla,21.223068,72.788375,Residential,Clear,0.0,30.7,9.6,4,Wednesday,False,False,None,38,35.4,58.6,6.0,26.2,18,55,Medium,Yes,Yes
2025-02-16 06:46:00,Surat,Sachin,21.173241,72.887484,Commercial,Rain,5.6,28.9,4.2,6,Sunday,True,False,None,114,30.6,55.4,13.9,19.8,56,69,High,No,No
2025-11-16 07:01:00,Hyderabad,Kukatpally,17.430483,78.431564,Residential,Clear,0.0,30.9,7.7,7,Sunday,True,False,None,174,39.7,52.7,7.7,36.2,58,52,Medium,No,No
2025-09-16 15:26:00,Pune,Camp Area,18.555495,73.91247,Residential,Fog,0.0,19.0,1.3,15,Tuesday,False,False,None,196,33.8,59.4,6.7,16.0,84,91,Very High,Yes,No
2025-02-10 20:18:00,Ahmedabad,SG Highway,23.076489,72.504682,Highway,Clear,0.0,19.4,9.4,20,Monday,False,False,None,85,39.1,31.7,29.2,47.8,40,26,Low,No,Yes
2025-07-10 20:43:00,Bangalore,Koramangala,12.916968,77.54474,Commercial,Clear,0.0,31.5,5.0,20,Thursday,False,False,None,199,32.0,55.3,12.7,27.6,90,65,Medium,No,No
2025-04-19 01:56:00,Jaipur,Ajmer Road,26.916755,75.849463,Commercial,Clear,0.0,22.6,7.8,1,Saturday,True,False,None,34,41.6,45.9,12.5,72.0,14,0,Low,No,Yes
2025-03-10 07:06:00,Chennai,Perungudi,13.14382,80.199555,Commercial,Clear,0.0,29.7,9.6,7,Monday,False,False,None,156,41.5,53.2,5.4,52.0,47,34,Low,No,Yes
2025-05-29 13:02:00,Mumbai,Chembur,19.14194,72.939637,Highway,Clear,0.0,29.3,7.7,13,Thursday,False,False,None,124,39.5,31.3,29.2,18.2,42,77,High,Yes,Yes
2025-02-09 01:23:00,Chennai,Koyambedu,13.119969,80.255005,Highway,Rain,19.9,29.8,6.3,1,Sunday,True,False,None,33,49.3,31.8,18.9,50.2,15,25,Low,No,Yes
2025-05-26 05:16:00,Chennai,Guindy,13.127481,80.218945,Arterial,Rain,18.5,21.3,4.9,5,Monday,False,False,None,10,41.4,49.9,8.7,26.8,3,59,Medium,Yes,No
2025-09-04 10:11:00,Delhi,Kashmere Gate,28.572129,77.205731,Commercial,Clear,0.0,39.3,6.4,10,Thursday,False,True,Morning,535,25.1,62.9,12.1,11.0,204,100,Very High,Yes,Yes
2025-12-08 20:54:00,Delhi,Noida Link Road,28.67583,77.166088,Highway,Cloudy,0.0,38.9,5.6,20,Monday,False,False,None,217,25.2,56.2,18.5,35.7,65,60,Medium,No,Yes
2025-05-18 14:34:00,Pune,Shivajinagar,18.517325,73.881114,Arterial,Fog,0.0,24.8,0.8,14,Sunday,True,False,None,308,34.5,56.3,9.2,53.6,137,57,Medium,No,Yes
2025-11-03 17:33:00,Hyderabad,Miyapur,17.337785,78.480052,Arterial,Rain,16.3,34.2,6.0,17,Monday,False,True,Evening,469,37.9,53.1,9.1,13.3,175,100,Very High,No,Yes
2025-06-13 14:52:00,Bangalore,Indiranagar,12.983674,77.515428,Residential,Clear,0.0,35.6,4.7,14,Friday,False,False,None,103,48.5,47.0,4.5,21.9,41,70,High,Yes,No
2025-07-07 02:55:00,Mumbai,Borivali,19.139283,72.916929,Residential,Rain,6.5,30.0,6.6,2,Monday,False,False,None,17,40.5,55.2,4.3,44.5,7,28,Low,No,No
2025-11-14 23:12:00,Chennai,Adyar,13.031948,80.248891,Highway,Cloudy,0.0,26.1,9.2,23,Friday,False,False,None,314,40.9,34.9,24.2,15.2,128,100,Very High,Yes,Yes
2025-11-13 15:14:00,Chennai,Egmore,13.023466,80.344589,Commercial,Rain,13.9,30.5,6.9,15,Thursday,False,False,None,252,30.2,55.7,14.1,33.6,80,78,High,No,Yes
2025-04-01 10:15:00,Mumbai,Lower Parel,19.056527,72.922943,Residential,Rain,16.5,23.7,5.6,10,Tuesday,False,True,Morning,405,53.8,39.8,6.4,10.7,147,100,Very High,Yes,Yes
2025-10-21 22:22:00,Ahmedabad,Sabarmati,23.037119,72.641619,Commercial,Clear,0.0,22.2,5.3,22,Tuesday,False,False,None,182,31.5,54.3,14.2,32.2,75,58,Medium,No,Yes
2025-08-31 16:38:00,Pune,Hadapsar,18.465996,73.89337,Commercial,Rain,4.3,37.2,7.0,16,Sunday,True,False,None,162,48.2,45.7,6.1,35.0,71,62,Medium,No,No
2025-01-31 18:26:00,Mumbai,Bandra,18.997124,72.824768,Highway,Clear,0.0,29.3,5.6,18,Friday,False,True,Evening,428,36.6,47.9,15.5,26.0,164,100,Very High,No,Yes
2025-02-17 22:28:00,Delhi,Karol Bagh,28.538868,77.137194,Residential,Clear,0.0,34.4,8.0,22,Monday,False,False,None,269,26.7,69.9,3.3,40.9,84,63,Medium,No,Yes
2025-09-29 10:37:00,Chennai,T Nagar,13.121448,80.216648,Commercial,Clear,0.0,20.5,4.3,10,Monday,False,True,Morning,442,31.7,54.2,14.1,8.5,202,100,Very High,Yes,No
2025-08-10 10:02:00,Bangalore,Marathahalli,13.00855,77.559559,Highway,Clear,0.0,33.8,7.8,10,Sunday,True,True,Morning,327,47.5,29.0,23.5,26.3,137,88,Very High,No,No
2025-10-07 17:17:00,Ahmedabad,Kalupur,23.061327,72.540875,Commercial,Clear,0.0,25.8,7.8,17,Tuesday,False,True,Evening,389,28.7,59.2,12.1,10.3,156,100,Very High,No,No
2025-08-11 16:46:00,Kolkata,New Town,22.591139,88.299429,Residential,Cloudy,0.0,26.5,8.6,16,Monday,False,False,None,173,25.9,67.5,6.7,49.6,67,39,Medium,No,No
2025-06-07 10:55:00,Ahmedabad,Iskcon Circle,23.010514,72.641208,Commercial,Clear,0.0,19.4,7.1,10,Saturday,True,True,Morning,389,35.5,51.7,12.8,17.5,172,100,Very High,No,Yes
2025-06-25 09:04:00,Jaipur,Vaishali Nagar,26.966953,75.752876,Arterial,Rain,5.9,33.6,9.5,9,Wednesday,False,True,Morning,618,53.5,35.9,10.6,16.6,294,100,Very High,No,Yes
2025-04-26 19:54:00,Surat,Rander,21.194536,72.785306,Residential,Rain,21.9,30.0,6.6,19,Saturday,True,True,Evening,526,39.9,55.1,5.0,6.0,242,100,Very High,Yes,No
2025-09-14 13:30:00,Chennai,Chromepet,13.009067,80.29152,Arterial,Clear,0.0,33.0,5.1,13,Sunday,True,False,None,241,49.6,39.0,11.3,44.4,104,55,Medium,No,No
2025-02-06 14:23:00,Ahmedabad,Iskcon Circle,22.981406,72.536937,Commercial,Fog,0.0,21.4,1.1,14,Thursday,False,False,None,201,41.4,53.1,5.5,15.2,86,93,Very High,Yes,Yes
2025-07-29 05:30:00,Delhi,Saket,28.646575,77.256866,Residential,Clear,0.0,21.3,7.5,5,Tuesday,False,False,None,28,29.3,65.1,5.6,70.9,10,0,Low,No,No
2025-03-10 13:43:00,Delhi,Nehru Place,28.546579,77.263534,Highway,Clear,0.0,36.5,7.6,13,Monday,False,False,None,181,28.0,55.9,16.1,47.4,55,42,Medium,No,No
2025-01-08 06:27:00,Hyderabad,Jubilee Hills,17.362127,78.463477,Highway,Clear,0.0,21.1,4.0,6,Wednesday,False,False,None,182,33.3,41.2,25.5,28.3,75,61,Medium,No,No
2025-02-05 01:42:00,Bangalore,Yelahanka,13.046431,77.597312,Arterial,Clear,0.0,23.0,7.6,1,Wednesday,False,False,None,23,27.8,65.3,6.9,60.0,8,3,Low,No,No
2025-07-25 16:52:00,Kolkata,Howrah Bridge,22.500423,88.291529,Residential,Clear,0.0,25.2,9.0,16,Friday,False,False,None,246,50.7,42.5,6.8,25.3,92,75,High,No,No
2025-04-16 04:39:00,Kolkata,Alipore,22.510665,88.342758,Highway,Clear,0.0,34.8,5.9,4,Wednesday,False,False,None,11,26.2,48.4,25.4,65.4,3,0,Low,No,Yes
2025-05-16 04:02:00,Kolkata,Salt Lake,22.628579,88.389072,Commercial,Clear,0.0,18.8,5.6,4,Friday,False,False,None,17,28.2,60.0,11.9,64.4,6,0,Low,No,Yes
2025-03-19 06:07:00,Pune,Kothrud,18.570439,73.928447,Arterial,Clear,0.0,24.5,9.0,6,Wednesday,False,False,None,184,45.3,46.1,8.6,44.0,84,46,Medium,No,Yes
2025-03-21 08:10:00,Pune,Baner,18.54577,73.860143,Residential,Rain,10.2,35.4,5.6,8,Friday,False,True,Morning,585,53.4,41.1,5.6,13.6,248,100,Very High,No,Yes
2025-03-27 16:35:00,Ahmedabad,Paldi,22.978728,72.560587,Arterial,Clear,0.0,21.6,6.7,16,Thursday,False,False,None,159,54.6,39.1,6.3,29.0,73,57,Medium,No,No
2025-01-27 17:14:00,Ahmedabad,Navrangpura,23.038405,72.49342,Residential,Cloudy,0.0,19.9,9.8,17,Monday,False,True,Evening,426,50.0,43.2,6.8,20.4,179,100,Very High,No,Yes
2025-08-12 19:53:00,Kolkata,Tollygunge,22.533327,88.376584,Residential,Clear,0.0,36.7,9.4,19,Tuesday,False,True,Evening,619,31.9,63.9,4.2,17.6,210,100,Very High,No,Yes
2025-02-28 19:32:00,Kolkata,Howrah Bridge,22.624891,88.322067,Residential,Cloudy,0.0,31.8,8.4,19,Friday,False,True,Evening,620,42.2,51.2,6.6,17.5,241,100,Very High,No,Yes
2025-04-22 12:21:00,Hyderabad,Charminar,17.423716,78.50685,Arterial,Clear,0.0,38.7,6.6,12,Tuesday,False,False,None,98,51.4,39.8,8.9,52.5,45,23,Low,No,Yes
2025-08-02 11:47:00,Jaipur,Jagatpura,26.907364,75.819881,Highway,Rain,12.8,29.1,8.2,11,Saturday,True,False,None,265,28.6,55.7,15.6,26.9,132,87,Very High,No,Yes
2025-11-19 21:22:00,Hyderabad,Shamshabad,17.368621,78.548175,Residential,Clear,0.0,38.5,6.6,21,Wednesday,False,False,None,120,41.2,55.9,2.9,50.8,43,29,Low,No,Yes
2025-11-08 01:22:00,Delhi,India Gate,28.646273,77.135944,Arterial,Clear,0.0,22.9,6.1,1,Saturday,True,False,None,22,25.8,59.9,14.3,33.3,10,45,Medium,Yes,Yes
2025-12-17 10:41:00,Jaipur,Raja Park,26.933587,75.715306,Residential,Cloudy,0.0,39.0,5.1,10,Wednesday,False,True,Morning,619,32.1,61.3,6.6,25.2,258,100,Very High,No,Yes
2025-09-09 20:45:00,Surat,Citylight,21.120424,72.890392,Arterial,Cloudy,0.0,25.5,8.6,20,Tuesday,False,False,None,175,26.0,68.2,5.8,15.9,61,88,Very High,Yes,No
2025-02-13 13:49:00,Surat,Adajan,21.148011,72.864316,Arterial,Clear,0.0,20.3,7.0,13,Thursday,False,False,None,211,25.4,67.6,7.0,25.6,95,69,High,No,Yes
2025-05-26 01:15:00,Jaipur,Sitapura,26.835592,75.858975,Residential,Clear,0.0,33.9,7.7,1,Monday,False,False,None,28,33.8,61.5,4.7,27.2,11,52,Medium,Yes,No
2025-11-09 22:08:00,Hyderabad,Madhapur,17.430849,78.450824,Residential,Rain,20.1,19.2,5.3,22,Sunday,True,False,None,294,30.4,66.9,2.7,35.4,126,83,High,No,Yes
2025-11-02 23:12:00,Delhi,Nehru Place,28.605843,77.211636,Commercial,Clear,0.0,35.4,7.7,23,Sunday,True,False,None,268,33.3,57.5,9.2,48.3,82,56,Medium,No,Yes
2025-03-18 15:53:00,Pune,Shivajinagar,18.524815,73.921048,Commercial,Cloudy,0.0,26.6,5.2,15,Tuesday,False,False,None,245,32.7,53.3,14.0,24.6,89,91,Very High,Yes,No
2025-02-12 13:24:00,Surat,Vesu,21.181514,72.75847,Highway,Clear,0.0,33.4,7.9,13,Wednesday,False,False,None,239,51.2,32.3,16.5,15.4,71,99,Very High,Yes,Yes
2025-11-22 23:02:00,Ahmedabad,Maninagar,22.979426,72.572979,Arterial,Cloudy,0.0,32.2,8.6,23,Saturday,True,False,None,133,54.0,40.1,5.8,33.5,61,48,Medium,No,Yes
2025-10-08 18:35:00,Kolkata,Howrah Bridge,22.629559,88.385913,Highway,Rain,15.9,33.9,7.4,18,Wednesday,False,True,Evening,418,40.4,32.4,27.3,5.2,136,100,Very High,Yes,No
2025-12-14 06:10:00,Chennai,Guindy,13.138569,80.343008,Residential,Rain,3.4,35.5,9.4,6,Sunday,True,False,None,77,27.9,66.6,5.5,31.8,26,51,Medium,No,Yes
2025-06-02 05:40:00,Pune,Baner,18.476791,73.896347,Highway,Clear,0.0,33.3,6.2,5,Monday,False,False,None,31,52.0,31.2,16.8,71.7,14,0,Low,No,Yes
2025-08-20 00:12:00,Pune,Kothrud,18.582009,73.834153,Residential,Clear,0.0,32.0,4.4,0,Wednesday,False,False,None,14,25.2,69.7,5.1,69.2,6,0,Low,No,No
2025-01-19 10:48:00,Hyderabad,Begumpet,17.338095,78.536636,Residential,Cloudy,0.0,26.3,5.9,10,Sunday,True,True,Morning,582,39.2,56.6,4.2,15.3,262,100,Very High,No,Yes
2025-05-20 03:39:00,Chennai,Chromepet,13.050585,80.313521,Highway,Cloudy,0.0,30.4,4.9,3,Tuesday,False,False,None,17,31.6,42.1,26.3,56.9,5,5,Low,No,Yes
2025-02-20 01:10:00,Delhi,Nehru Place,28.605201,77.130401,Commercial,Clear,0.0,23.1,9.6,1,Thursday,False,False,None,9,25.6,67.0,7.4,34.0,2,42,Medium,Yes,No
2025-04-17 19:46:00,Hyderabad,Charminar,17.427772,78.431788,Residential,Cloudy,0.0,34.2,4.2,19,Thursday,False,True,Evening,350,47.0,49.2,3.8,24.8,137,93,Very High,No,No
2025-01-13 22:34:00,Chennai,Chromepet,13.04678,80.205567,Residential,Clear,0.0,31.6,6.6,22,Monday,False,False,None,68,44.2,51.7,4.1,42.6,24,28,Low,No,No
